131,承造人_廣柏營造有限公司,0.00077995704
61,承造人_吉旺營造股份有限公司,0.00061910803
230,承造人_築陽土木包工業,0.0006116026
122,承造人_展全營造有限公司,0.00049094454
110,承造人_富丞營造工程有限公司,0.0003533345
170,承造人_星磐營造有限公司,0.00028385498
208,承造人_濰霖營造有限公司,0.00012841544
293,承造人_集品營造有限公司,6.562192e-05
88,承造人_大晉營造有限公司,2.9465795e-05
153,承造人_承順營造有限公司,4.9784153e-06
